 Document set number (Dnnn)
 |    Type (= Extract)
 |    | Target size (200, 400)
 |    | |   Document selector code (A-J)
 |    | |   | Peer summarizer code (manual[A-J] or system submission[15-31]
 |    | |   | |   Model summarizer code (A-J)
 |    | |   | |   |   Model sentences
 |    | |   | |   |   |     Peer sentences
 |    | |   | |   |   |     |    Model-only sentences
 |    | |   | |   |   |     |    |    Model and peer sentences
 |    | |   | |   |   |     |    |    |    Peer-only sentences
 |    | |   | |   |   |     |    |    |    |  Sentence precision
 |    | |   | |   |   |     |    |    |    |  |      Sentence recall
 |    | |   | |   |   |     |    |    |    |  |      |
 D061 E 200 J 16  B   10    7    9    1    6  0.143  0.100
 D061 E 200 J 16  I   10    7    9    1    6  0.143  0.100
 D061 E 200 J 19  B   10    9    8    2    7  0.222  0.200
 D061 E 200 J 19  I   10    9    7    3    6  0.333  0.300
 D061 E 200 J 20  B   10   10    9    1    9  0.100  0.100
 D061 E 200 J 20  I   10   10    8    2    8  0.200  0.200
 D061 E 200 J 21  B   10    7    9    1    6  0.143  0.100
 D061 E 200 J 21  I   10    7    7    3    4  0.429  0.300
 D061 E 200 J 22  B   10    4   10    0    4  0.000  0.000
 D061 E 200 J 22  I   10    4   10    0    4  0.000  0.000
 D061 E 200 J 24  B   10    7    9    1    6  0.143  0.100
 D061 E 200 J 24  I   10    7    8    2    5  0.286  0.200
 D061 E 200 J 25  B   10    6    9    1    5  0.167  0.100
 D061 E 200 J 25  I   10    6    9    1    5  0.167  0.100
 D061 E 200 J 28  B   10    7    9    1    6  0.143  0.100
 D061 E 200 J 28  I   10    7    7    3    4  0.429  0.300
 D061 E 200 J 29  B   10    8   10    0    8  0.000  0.000
 D061 E 200 J 29  I   10    8    9    1    7  0.125  0.100
 D061 E 200 J 31  B   10    7   10    0    7  0.000  0.000
 D061 E 200 J 31  I   10    7    9    1    6  0.143  0.100
 D061 E 400 J 16  B   19   12   18    1   11  0.083  0.053
 D061 E 400 J 16  I   19   12   16    3    9  0.250  0.158
 D061 E 400 J 19  B   19   20   15    4   16  0.200  0.211
 D061 E 400 J 19  I   19   20   10    9   11  0.450  0.474
 D061 E 400 J 20  B   19   20   14    5   15  0.250  0.263
 D061 E 400 J 20  I   19   20   15    4   16  0.200  0.211
 D061 E 400 J 21  B   19   13   17    2   11  0.154  0.105
 D061 E 400 J 21  I   19   13   15    4    9  0.308  0.211
 D061 E 400 J 22  B   19    8   19    0    8  0.000  0.000
 D061 E 400 J 22  I   19    8   19    0    8  0.000  0.000
 D061 E 400 J 24  B   19   15   17    2   13  0.133  0.105
 D061 E 400 J 24  I   19   15   16    3   12  0.200  0.158
 D061 E 400 J 25  B   19   15   16    3   12  0.200  0.158
 D061 E 400 J 25  I   19   15   16    3   12  0.200  0.158
 D061 E 400 J 28  B   19   15   17    2   13  0.133  0.105
 D061 E 400 J 28  I   19   15   15    4   11  0.267  0.211
 D061 E 400 J 29  B   19   12   17    2   10  0.167  0.105
 D061 E 400 J 29  I   19   12   15    4    8  0.333  0.211
 D061 E 400 J 31  B   19   15   16    3   12  0.200  0.158
 D061 E 400 J 31  I   19   15   18    1   14  0.067  0.053
 D062 E 200 J 16  A    8    5    8    0    5  0.000  0.000
 D062 E 200 J 16  G    8    5    8    0    5  0.000  0.000
 D062 E 200 J 19  A    8    6    7    1    5  0.167  0.125
 D062 E 200 J 19  G    8    6    6    2    4  0.333  0.250
 D062 E 200 J 20  A    8    7    7    1    6  0.143  0.125
 D062 E 200 J 20  G    8    7    5    3    4  0.429  0.375
 D062 E 200 J 21  A    8    6    7    1    5  0.167  0.125
 D062 E 200 J 21  G    8    6    7    1    5  0.167  0.125
 D062 E 200 J 22  A    8    6    8    0    6  0.000  0.000
 D062 E 200 J 22  G    8    6    8    0    6  0.000  0.000
 D062 E 200 J 24  A    8    8    8    0    8  0.000  0.000
 D062 E 200 J 24  G    8    8    6    2    6  0.250  0.250
 D062 E 200 J 25  A    8    7    7    1    6  0.143  0.125
 D062 E 200 J 25  G    8    7    6    2    5  0.286  0.250
 D062 E 200 J 28  A    8    8    8    0    8  0.000  0.000
 D062 E 200 J 28  G    8    8    6    2    6  0.250  0.250
 D062 E 200 J 29  A    8    7    7    1    6  0.143  0.125
 D062 E 200 J 29  G    8    7    8    0    7  0.000  0.000
 D062 E 200 J 31  A    8    6    8    0    6  0.000  0.000
 D062 E 200 J 31  G    8    6    7    1    5  0.167  0.125
 D062 E 400 J 16  A   12   11   11    1   10  0.091  0.083
 D062 E 400 J 16  G   15   11   11    4    7  0.364  0.267
 D062 E 400 J 19  A   12   14   10    2   12  0.143  0.167
 D062 E 400 J 19  G   15   14   12    3   11  0.214  0.200
 D062 E 400 J 20  A   12   17   10    2   15  0.118  0.167
 D062 E 400 J 20  G   15   17   10    5   12  0.294  0.333
 D062 E 400 J 21  A   12   13    8    4    9  0.308  0.333
 D062 E 400 J 21  G   15   13    8    7    6  0.538  0.467
 D062 E 400 J 22  A   12    9   12    0    9  0.000  0.000
 D062 E 400 J 22  G   15    9   15    0    9  0.000  0.000
 D062 E 400 J 24  A   12   15    9    3   12  0.200  0.250
 D062 E 400 J 24  G   15   15   12    3   12  0.200  0.200
 D062 E 400 J 25  A   12   14    9    3   11  0.214  0.250
 D062 E 400 J 25  G   15   14   11    4   10  0.286  0.267
 D062 E 400 J 28  A   12   14    9    3   11  0.214  0.250
 D062 E 400 J 28  G   15   14    9    6    8  0.429  0.400
 D062 E 400 J 29  A   12   10    9    3    7  0.300  0.250
 D062 E 400 J 29  G   15   10    8    7    3  0.700  0.467
 D062 E 400 J 31  A   12   15    9    3   12  0.200  0.250
 D062 E 400 J 31  G   15   15   11    4   11  0.267  0.267
 D063 E 200 J 16  C    9    5    9    0    5  0.000  0.000
 D063 E 200 J 16  E    7    5    7    0    5  0.000  0.000
 D063 E 200 J 19  C    9    8    9    0    8  0.000  0.000
 D063 E 200 J 19  E    7    8    7    0    8  0.000  0.000
 D063 E 200 J 20  C    9   10    6    3    7  0.300  0.333
 D063 E 200 J 20  E    7   10    6    1    9  0.100  0.143
 D063 E 200 J 21  C    9    7    8    1    6  0.143  0.111
 D063 E 200 J 21  E    7    7    6    1    6  0.143  0.143
 D063 E 200 J 22  C    9    4    9    0    4  0.000  0.000
 D063 E 200 J 22  E    7    4    7    0    4  0.000  0.000
 D063 E 200 J 24  C    9    6    8    1    5  0.167  0.111
 D063 E 200 J 24  E    7    6    6    1    5  0.167  0.143
 D063 E 200 J 25  C    9    4    9    0    4  0.000  0.000
 D063 E 200 J 25  E    7    4    6    1    3  0.250  0.143
 D063 E 200 J 28  C    9    7    8    1    6  0.143  0.111
 D063 E 200 J 28  E    7    7    7    0    7  0.000  0.000
 D063 E 200 J 29  C    9    9    8    1    8  0.111  0.111
 D063 E 200 J 29  E    7    9    6    1    8  0.111  0.143
 D063 E 200 J 31  C    9    7    8    1    6  0.143  0.111
 D063 E 200 J 31  E    7    7    6    1    6  0.143  0.143
 D063 E 400 J 16  C   19   12   18    1   11  0.083  0.053
 D063 E 400 J 16  E   14   12   12    2   10  0.167  0.143
 D063 E 400 J 19  C   19   16   17    2   14  0.125  0.105
 D063 E 400 J 19  E   14   16   13    1   15  0.062  0.071
 D063 E 400 J 20  C   19   18   15    4   14  0.222  0.211
 D063 E 400 J 20  E   14   18   11    3   15  0.167  0.214
 D063 E 400 J 21  C   19   12   17    2   10  0.167  0.105
 D063 E 400 J 21  E   14   12    9    5    7  0.417  0.357
 D063 E 400 J 22  C   19    8   19    0    8  0.000  0.000
 D063 E 400 J 22  E   14    8   14    0    8  0.000  0.000
 D063 E 400 J 24  C   19   17   17    2   15  0.118  0.105
 D063 E 400 J 24  E   14   17   11    3   14  0.176  0.214
 D063 E 400 J 25  C   19   12   17    2   10  0.167  0.105
 D063 E 400 J 25  E   14   12   10    4    8  0.333  0.286
 D063 E 400 J 28  C   19   14   17    2   12  0.143  0.105
 D063 E 400 J 28  E   14   14   11    3   11  0.214  0.214
 D063 E 400 J 29  C   19   15   15    4   11  0.267  0.211
 D063 E 400 J 29  E   14   15   11    3   12  0.200  0.214
 D063 E 400 J 31  C   19   14   16    3   11  0.214  0.158
 D063 E 400 J 31  E   14   14   10    4   10  0.286  0.286
 D064 E 200 J 16  B   13    5   12    1    4  0.200  0.077
 D064 E 200 J 16  E    8    5    8    0    5  0.000  0.000
 D064 E 200 J 19  B   13    7   11    2    5  0.286  0.154
 D064 E 200 J 19  E    8    7    7    1    6  0.143  0.125
 D064 E 200 J 20  B   13    7   12    1    6  0.143  0.077
 D064 E 200 J 20  E    8    7    7    1    6  0.143  0.125
 D064 E 200 J 21  B   13    6   11    2    4  0.333  0.154
 D064 E 200 J 21  E    8    6    5    3    3  0.500  0.375
 D064 E 200 J 22  B   13    4   13    0    4  0.000  0.000
 D064 E 200 J 22  E    8    4    8    0    4  0.000  0.000
 D064 E 200 J 24  B   13    5   10    3    2  0.600  0.231
 D064 E 200 J 24  E    8    5    6    2    3  0.400  0.250
 D064 E 200 J 25  B   13    4   12    1    3  0.250  0.077
 D064 E 200 J 25  E    8    4    7    1    3  0.250  0.125
 D064 E 200 J 28  B   13    6   11    2    4  0.333  0.154
 D064 E 200 J 28  E    8    6    6    2    4  0.333  0.250
 D064 E 200 J 29  B   13    6   13    0    6  0.000  0.000
 D064 E 200 J 29  E    8    6    8    0    6  0.000  0.000
 D064 E 200 J 31  B   13    7   12    1    6  0.143  0.077
 D064 E 200 J 31  E    8    7    8    0    7  0.000  0.000
 D064 E 400 J 16  B   20   11   18    2    9  0.182  0.100
 D064 E 400 J 16  E   15   11   13    2    9  0.182  0.133
 D064 E 400 J 19  B   20   18   15    5   13  0.278  0.250
 D064 E 400 J 19  E   15   18   12    3   15  0.167  0.200
 D064 E 400 J 20  B   20   13   17    3   10  0.231  0.150
 D064 E 400 J 20  E   15   13   13    2   11  0.154  0.133
 D064 E 400 J 21  B   20   11   16    4    7  0.364  0.200
 D064 E 400 J 21  E   15   11   12    3    8  0.273  0.200
 D064 E 400 J 22  B   20    8   20    0    8  0.000  0.000
 D064 E 400 J 22  E   15    8   15    0    8  0.000  0.000
 D064 E 400 J 24  B   20   11   17    3    8  0.273  0.150
 D064 E 400 J 24  E   15   11   12    3    8  0.273  0.200
 D064 E 400 J 25  B   20   11   17    3    8  0.273  0.150
 D064 E 400 J 25  E   15   11   12    3    8  0.273  0.200
 D064 E 400 J 28  B   20   13   15    5    8  0.385  0.250
 D064 E 400 J 28  E   15   13   12    3   10  0.231  0.200
 D064 E 400 J 29  B   20   13   18    2   11  0.154  0.100
 D064 E 400 J 29  E   15   13   13    2   11  0.154  0.133
 D064 E 400 J 31  B   20   14   17    3   11  0.214  0.150
 D064 E 400 J 31  E   15   14   13    2   12  0.143  0.133
 D065 E 200 J 16  F    7    4    7    0    4  0.000  0.000
 D065 E 200 J 16  H    9    4    9    0    4  0.000  0.000
 D065 E 200 J 19  F    7    6    7    0    6  0.000  0.000
 D065 E 200 J 19  H    9    6    9    0    6  0.000  0.000
 D065 E 200 J 20  F    7    8    5    2    6  0.250  0.286
 D065 E 200 J 20  H    9    8    9    0    8  0.000  0.000
 D065 E 200 J 21  F    7    6    7    0    6  0.000  0.000
 D065 E 200 J 21  H    9    6    8    1    5  0.167  0.111
 D065 E 200 J 22  F    7    4    7    0    4  0.000  0.000
 D065 E 200 J 22  H    9    4    9    0    4  0.000  0.000
 D065 E 200 J 24  F    7    6    5    2    4  0.333  0.286
 D065 E 200 J 24  H    9    6    9    0    6  0.000  0.000
 D065 E 200 J 25  F    7    5    6    1    4  0.200  0.143
 D065 E 200 J 25  H    9    5    9    0    5  0.000  0.000
 D065 E 200 J 28  F    7    7    6    1    6  0.143  0.143
 D065 E 200 J 28  H    9    7    8    1    6  0.143  0.111
 D065 E 200 J 29  F    7    7    6    1    6  0.143  0.143
 D065 E 200 J 29  H    9    7    7    2    5  0.286  0.222
 D065 E 200 J 31  F    7    7    6    1    6  0.143  0.143
 D065 E 200 J 31  H    9    7    9    0    7  0.000  0.000
 D065 E 400 J 16  F   13    8   12    1    7  0.125  0.077
 D065 E 400 J 16  H   18    8   17    1    7  0.125  0.056
 D065 E 400 J 19  F   13   13   12    1   12  0.077  0.077
 D065 E 400 J 19  H   18   13   15    3   10  0.231  0.167
 D065 E 400 J 20  F   13   17   11    2   15  0.118  0.154
 D065 E 400 J 20  H   18   17   16    2   15  0.118  0.111
 D065 E 400 J 21  F   13   14   11    2   12  0.143  0.154
 D065 E 400 J 21  H   18   14   16    2   12  0.143  0.111
 D065 E 400 J 22  F   13    8   13    0    8  0.000  0.000
 D065 E 400 J 22  H   18    8   18    0    8  0.000  0.000
 D065 E 400 J 24  F   13   12   10    3    9  0.250  0.231
 D065 E 400 J 24  H   18   12   17    1   11  0.083  0.056
 D065 E 400 J 25  F   13   15   10    3   12  0.200  0.231
 D065 E 400 J 25  H   18   15   17    1   14  0.067  0.056
 D065 E 400 J 28  F   13   14   11    2   12  0.143  0.154
 D065 E 400 J 28  H   18   14   16    2   12  0.143  0.111
 D065 E 400 J 29  F   13   12   12    1   11  0.083  0.077
 D065 E 400 J 29  H   18   12   15    3    9  0.250  0.167
 D065 E 400 J 31  F   13   13   11    2   11  0.154  0.154
 D065 E 400 J 31  H   18   13   17    1   12  0.077  0.056
 D066 E 200 J 16  C    9    4    9    0    4  0.000  0.000
 D066 E 200 J 16  I    9    4    8    1    3  0.250  0.111
 D066 E 200 J 19  C    9    8    6    3    5  0.375  0.333
 D066 E 200 J 19  I    9    8    5    4    4  0.500  0.444
 D066 E 200 J 20  C    9    8    8    1    7  0.125  0.111
 D066 E 200 J 20  I    9    8    7    2    6  0.250  0.222
 D066 E 200 J 21  C    9    6    8    1    5  0.167  0.111
 D066 E 200 J 21  I    9    6    9    0    6  0.000  0.000
 D066 E 200 J 22  C    9    4    9    0    4  0.000  0.000
 D066 E 200 J 22  I    9    4    9    0    4  0.000  0.000
 D066 E 200 J 24  C    9    6    9    0    6  0.000  0.000
 D066 E 200 J 24  I    9    6    9    0    6  0.000  0.000
 D066 E 200 J 25  C    9    5    8    1    4  0.200  0.111
 D066 E 200 J 25  I    9    5    9    0    5  0.000  0.000
 D066 E 200 J 28  C    9    6    8    1    5  0.167  0.111
 D066 E 200 J 28  I    9    6    8    1    5  0.167  0.111
 D066 E 200 J 29  C    9    8    9    0    8  0.000  0.000
 D066 E 200 J 29  I    9    8    8    1    7  0.125  0.111
 D066 E 200 J 31  C    9    6    9    0    6  0.000  0.000
 D066 E 200 J 31  I    9    6    6    3    3  0.500  0.333
 D066 E 400 J 16  C   20   10   20    0   10  0.000  0.000
 D066 E 400 J 16  I   18   10   17    1    9  0.100  0.056
 D066 E 400 J 19  C   20   17   14    6   11  0.353  0.300
 D066 E 400 J 19  I   18   17   14    4   13  0.235  0.222
 D066 E 400 J 20  C   20   16   14    6   10  0.375  0.300
 D066 E 400 J 20  I   18   16   13    5   11  0.312  0.278
 D066 E 400 J 21  C   20   12   18    2   10  0.167  0.100
 D066 E 400 J 21  I   18   12   15    3    9  0.250  0.167
 D066 E 400 J 22  C   20    8   20    0    8  0.000  0.000
 D066 E 400 J 22  I   18    8   18    0    8  0.000  0.000
 D066 E 400 J 24  C   20   12   18    2   10  0.167  0.100
 D066 E 400 J 24  I   18   12   17    1   11  0.083  0.056
 D066 E 400 J 25  C   20   14   17    3   11  0.214  0.150
 D066 E 400 J 25  I   18   14   14    4   10  0.286  0.222
 D066 E 400 J 28  C   20   14   17    3   11  0.214  0.150
 D066 E 400 J 28  I   18   14   16    2   12  0.143  0.111
 D066 E 400 J 29  C   20   13   19    1   12  0.077  0.050
 D066 E 400 J 29  I   18   13   15    3   10  0.231  0.167
 D066 E 400 J 31  C   20   12   18    2   10  0.167  0.100
 D066 E 400 J 31  I   18   12   15    3    9  0.250  0.167
 D067 E 200 F 16  A    7    5    6    1    4  0.200  0.143
 D067 E 200 F 16  I    7    5    6    1    4  0.200  0.143
 D067 E 200 F 19  A    7    7    6    1    6  0.143  0.143
 D067 E 200 F 19  I    7    7    6    1    6  0.143  0.143
 D067 E 200 F 20  A    7    7    7    0    7  0.000  0.000
 D067 E 200 F 20  I    7    7    5    2    5  0.286  0.286
 D067 E 200 F 21  A    7    5    5    2    3  0.400  0.286
 D067 E 200 F 21  I    7    5    5    2    3  0.400  0.286
 D067 E 200 F 22  A    7    6    7    0    6  0.000  0.000
 D067 E 200 F 22  I    7    6    7    0    6  0.000  0.000
 D067 E 200 F 24  A    7    5    5    2    3  0.400  0.286
 D067 E 200 F 24  I    7    5    5    2    3  0.400  0.286
 D067 E 200 F 25  A    7    5    6    1    4  0.200  0.143
 D067 E 200 F 25  I    7    5    5    2    3  0.400  0.286
 D067 E 200 F 28  A    7    6    7    0    6  0.000  0.000
 D067 E 200 F 28  I    7    6    7    0    6  0.000  0.000
 D067 E 200 F 29  A    7    6    6    1    5  0.167  0.143
 D067 E 200 F 29  I    7    6    6    1    5  0.167  0.143
 D067 E 200 F 31  A    7    6    6    1    5  0.167  0.143
 D067 E 200 F 31  I    7    6    4    3    3  0.500  0.429
 D067 E 400 F 16  A   17   10   14    3    7  0.300  0.176
 D067 E 400 F 16  I   17   10   15    2    8  0.200  0.118
 D067 E 400 F 19  A   17   14   15    2   12  0.143  0.118
 D067 E 400 F 19  I   17   14   12    5    9  0.357  0.294
 D067 E 400 F 20  A   17   16   16    1   15  0.062  0.059
 D067 E 400 F 20  I   17   16   14    3   13  0.188  0.176
 D067 E 400 F 21  A   17   11   12    5    6  0.455  0.294
 D067 E 400 F 21  I   17   11   13    4    7  0.364  0.235
 D067 E 400 F 22  A   17    9   17    0    9  0.000  0.000
 D067 E 400 F 22  I   17    9   17    0    9  0.000  0.000
 D067 E 400 F 24  A   17   12   15    2   10  0.167  0.118
 D067 E 400 F 24  I   17   12   10    7    5  0.583  0.412
 D067 E 400 F 25  A   17   12   12    5    7  0.417  0.294
 D067 E 400 F 25  I   17   12   13    4    8  0.333  0.235
 D067 E 400 F 28  A   17   11   16    1   10  0.091  0.059
 D067 E 400 F 28  I   17   11   14    3    8  0.273  0.176
 D067 E 400 F 29  A   17   12   15    2   10  0.167  0.118
 D067 E 400 F 29  I   17   12   11    6    6  0.500  0.353
 D067 E 400 F 31  A   17   12   16    1   11  0.083  0.059
 D067 E 400 F 31  I   17   12   12    5    7  0.417  0.294
 D068 E 200 F 16  A    9    6    9    0    6  0.000  0.000
 D068 E 200 F 16  E    6    6    5    1    5  0.167  0.167
 D068 E 200 F 19  A    9    6    9    0    6  0.000  0.000
 D068 E 200 F 19  E    6    6    5    1    5  0.167  0.167
 D068 E 200 F 20  A    9   10    6    3    7  0.300  0.333
 D068 E 200 F 20  E    6   10    6    0   10  0.000  0.000
 D068 E 200 F 21  A    9    7    8    1    6  0.143  0.111
 D068 E 200 F 21  E    6    7    5    1    6  0.143  0.167
 D068 E 200 F 22  A    9    5    9    0    5  0.000  0.000
 D068 E 200 F 22  E    6    5    6    0    5  0.000  0.000
 D068 E 200 F 24  A    9    8    8    1    7  0.125  0.111
 D068 E 200 F 24  E    6    8    5    1    7  0.125  0.167
 D068 E 200 F 25  A    9    7    9    0    7  0.000  0.000
 D068 E 200 F 25  E    6    7    5    1    6  0.143  0.167
 D068 E 200 F 28  A    9    8    7    2    6  0.250  0.222
 D068 E 200 F 28  E    6    8    5    1    7  0.125  0.167
 D068 E 200 F 29  A    9    7    8    1    6  0.143  0.111
 D068 E 200 F 29  E    6    7    4    2    5  0.286  0.333
 D068 E 200 F 31  A    9    8    8    1    7  0.125  0.111
 D068 E 200 F 31  E    6    8    4    2    6  0.250  0.333
 D068 E 400 F 16  A   17   12   15    2   10  0.167  0.118
 D068 E 400 F 16  E   13   12    7    6    6  0.500  0.462
 D068 E 400 F 19  A   17   14   13    4   10  0.286  0.235
 D068 E 400 F 19  E   13   14   10    3   11  0.214  0.231
 D068 E 400 F 20  A   17   20   13    4   16  0.200  0.235
 D068 E 400 F 20  E   13   20   12    1   19  0.050  0.077
 D068 E 400 F 21  A   17   14   14    3   11  0.214  0.176
 D068 E 400 F 21  E   13   14   11    2   12  0.143  0.154
 D068 E 400 F 22  A   17   10   17    0   10  0.000  0.000
 D068 E 400 F 22  E   13   10   13    0   10  0.000  0.000
 D068 E 400 F 24  A   17   16   13    4   12  0.250  0.235
 D068 E 400 F 24  E   13   16   10    3   13  0.188  0.231
 D068 E 400 F 25  A   17   15   15    2   13  0.133  0.118
 D068 E 400 F 25  E   13   15    8    5   10  0.333  0.385
 D068 E 400 F 28  A   17   16   12    5   11  0.312  0.294
 D068 E 400 F 28  E   13   16   11    2   14  0.125  0.154
 D068 E 400 F 29  A   17   12   14    3    9  0.250  0.176
 D068 E 400 F 29  E   13   12   10    3    9  0.250  0.231
 D068 E 400 F 31  A   17   17   14    3   14  0.176  0.176
 D068 E 400 F 31  E   13   17   10    3   14  0.176  0.231
 D069 E 200 F 16  B    8    3    8    0    3  0.000  0.000
 D069 E 200 F 16  C    7    3    7    0    3  0.000  0.000
 D069 E 200 F 19  B    8    7    6    2    5  0.286  0.250
 D069 E 200 F 19  C    7    7    4    3    4  0.429  0.429
 D069 E 200 F 20  B    8    7    7    1    6  0.143  0.125
 D069 E 200 F 20  C    7    7    6    1    6  0.143  0.143
 D069 E 200 F 21  B    8    6    7    1    5  0.167  0.125
 D069 E 200 F 21  C    7    6    7    0    6  0.000  0.000
 D069 E 200 F 22  B    8    4    8    0    4  0.000  0.000
 D069 E 200 F 22  C    7    4    7    0    4  0.000  0.000
 D069 E 200 F 24  B    8    6    7    1    5  0.167  0.125
 D069 E 200 F 24  C    7    6    7    0    6  0.000  0.000
 D069 E 200 F 25  B    8    6    8    0    6  0.000  0.000
 D069 E 200 F 25  C    7    6    6    1    5  0.167  0.143
 D069 E 200 F 28  B    8    7    7    1    6  0.143  0.125
 D069 E 200 F 28  C    7    7    6    1    6  0.143  0.143
 D069 E 200 F 29  B    8    8    8    0    8  0.000  0.000
 D069 E 200 F 29  C    7    8    7    0    8  0.000  0.000
 D069 E 200 F 31  B    8    6    8    0    6  0.000  0.000
 D069 E 200 F 31  C    7    6    6    1    5  0.167  0.143
 D069 E 400 F 16  B   15    6   14    1    5  0.167  0.067
 D069 E 400 F 16  C   13    6   12    1    5  0.167  0.077
 D069 E 400 F 19  B   15   14   11    4   10  0.286  0.267
 D069 E 400 F 19  C   13   14    8    5    9  0.357  0.385
 D069 E 400 F 20  B   15   16   12    3   13  0.188  0.200
 D069 E 400 F 20  C   13   16   10    3   13  0.188  0.231
 D069 E 400 F 21  B   15   12   13    2   10  0.167  0.133
 D069 E 400 F 21  C   13   12   12    1   11  0.083  0.077
 D069 E 400 F 22  B   15    8   15    0    8  0.000  0.000
 D069 E 400 F 22  C   13    8   13    0    8  0.000  0.000
 D069 E 400 F 24  B   15   12   13    2   10  0.167  0.133
 D069 E 400 F 24  C   13   12    9    4    8  0.333  0.308
 D069 E 400 F 25  B   15   13   13    2   11  0.154  0.133
 D069 E 400 F 25  C   13   13   11    2   11  0.154  0.154
 D069 E 400 F 28  B   15   14   13    2   12  0.143  0.133
 D069 E 400 F 28  C   13   14   10    3   11  0.214  0.231
 D069 E 400 F 29  B   15   13   15    0   13  0.000  0.000
 D069 E 400 F 29  C   13   13   13    0   13  0.000  0.000
 D069 E 400 F 31  B   15   12   14    1   11  0.083  0.067
 D069 E 400 F 31  C   13   12   11    2   10  0.167  0.154
 D070 E 200 F 16  G    9    6    7    2    4  0.333  0.222
 D070 E 200 F 16  J    9    6    9    0    6  0.000  0.000
 D070 E 200 F 19  G    9    8    8    1    7  0.125  0.111
 D070 E 200 F 19  J    9    8    6    3    5  0.375  0.333
 D070 E 200 F 20  G    9    7    9    0    7  0.000  0.000
 D070 E 200 F 20  J    9    7    7    2    5  0.286  0.222
 D070 E 200 F 21  G    9    6    6    3    3  0.500  0.333
 D070 E 200 F 21  J    9    6    8    1    5  0.167  0.111
 D070 E 200 F 22  G    9    4    9    0    4  0.000  0.000
 D070 E 200 F 22  J    9    4    9    0    4  0.000  0.000
 D070 E 200 F 24  G    9    6    7    2    4  0.333  0.222
 D070 E 200 F 24  J    9    6    7    2    4  0.333  0.222
 D070 E 200 F 25  G    9    6    9    0    6  0.000  0.000
 D070 E 200 F 25  J    9    6    8    1    5  0.167  0.111
 D070 E 200 F 28  G    9    7    8    1    6  0.143  0.111
 D070 E 200 F 28  J    9    7    8    1    6  0.143  0.111
 D070 E 200 F 29  G    9    9    8    1    8  0.111  0.111
 D070 E 200 F 29  J    9    9    8    1    8  0.111  0.111
 D070 E 200 F 31  G    9    7    8    1    6  0.143  0.111
 D070 E 200 F 31  J    9    7    7    2    5  0.286  0.222
 D070 E 400 F 16  G   17   13   13    4    9  0.308  0.235
 D070 E 400 F 16  J   16   13   13    3   10  0.231  0.188
 D070 E 400 F 19  G   17   16   13    4   12  0.250  0.235
 D070 E 400 F 19  J   16   16   10    6   10  0.375  0.375
 D070 E 400 F 20  G   17   16   13    4   12  0.250  0.235
 D070 E 400 F 20  J   16   16   12    4   12  0.250  0.250
 D070 E 400 F 21  G   17   14   12    5    9  0.357  0.294
 D070 E 400 F 21  J   16   14   12    4   10  0.286  0.250
 D070 E 400 F 22  G   17    8   17    0    8  0.000  0.000
 D070 E 400 F 22  J   16    8   16    0    8  0.000  0.000
 D070 E 400 F 24  G   17   12   15    2   10  0.167  0.118
 D070 E 400 F 24  J   16   12   11    5    7  0.417  0.312
 D070 E 400 F 25  G   17   15   14    3   12  0.200  0.176
 D070 E 400 F 25  J   16   15   13    3   12  0.200  0.188
 D070 E 400 F 28  G   17   15   15    2   13  0.133  0.118
 D070 E 400 F 28  J   16   15   13    3   12  0.200  0.188
 D070 E 400 F 29  G   17   16   13    4   12  0.250  0.235
 D070 E 400 F 29  J   16   16   12    4   12  0.250  0.250
 D070 E 400 F 31  G   17   14   13    4   10  0.286  0.235
 D070 E 400 F 31  J   16   14   11    5    9  0.357  0.312
 D071 E 200 F 16  A   11    5   11    0    5  0.000  0.000
 D071 E 200 F 16  B    9    5    8    1    4  0.200  0.111
 D071 E 200 F 19  A   11   13    6    5    8  0.385  0.455
 D071 E 200 F 19  B    9   13    5    4    9  0.308  0.444
 D071 E 200 F 20  A   11   11    8    3    8  0.273  0.273
 D071 E 200 F 20  B    9   11    7    2    9  0.182  0.222
 D071 E 200 F 21  A   11    7    8    3    4  0.429  0.273
 D071 E 200 F 21  B    9    7    7    2    5  0.286  0.222
 D071 E 200 F 22  A   11    5   11    0    5  0.000  0.000
 D071 E 200 F 22  B    9    5    9    0    5  0.000  0.000
 D071 E 200 F 24  A   11    6    9    2    4  0.333  0.182
 D071 E 200 F 24  B    9    6    8    1    5  0.167  0.111
 D071 E 200 F 25  A   11    5   10    1    4  0.200  0.091
 D071 E 200 F 25  B    9    5    7    2    3  0.400  0.222
 D071 E 200 F 28  A   11    9    7    4    5  0.444  0.364
 D071 E 200 F 28  B    9    9    7    2    7  0.222  0.222
 D071 E 200 F 29  A   11   11    6    5    6  0.455  0.455
 D071 E 200 F 29  B    9   11    7    2    9  0.182  0.222
 D071 E 200 F 31  A   11    7   10    1    6  0.143  0.091
 D071 E 200 F 31  B    9    7    8    1    6  0.143  0.111
 D071 E 400 F 16  A   21   12   17    4    8  0.333  0.190
 D071 E 400 F 16  B   20   12   15    5    7  0.417  0.250
 D071 E 400 F 19  A   21   25   11   10   15  0.400  0.476
 D071 E 400 F 19  B   20   25   11    9   16  0.360  0.450
 D071 E 400 F 20  A   21   24   16    5   19  0.208  0.238
 D071 E 400 F 20  B   20   24   15    5   19  0.208  0.250
 D071 E 400 F 21  A   21   15   14    7    8  0.467  0.333
